country_name,year,avg_maize_yield_tha,yoy_yield_change_t_ha,yoy_pct_change,productivity_status,global_median_t_ha
Albania,1971,19.442999,19.422281,93745.9262,Above Global Median,0.028054
Albania,1972,0.019667,-19.423332,-99.8988,Below Global Median,0.028054
Albania,1973,2e-06,-0.019665,-99.9898,Below Global Median,0.028054
Albania,1974,21.980999,21.980997,1099049850.0,Above Global Median,0.028054
Albania,1975,2.7e-05,-21.980972,-99.9999,Below Global Median,0.028054
Albania,1976,0.031111,0.031084,115125.9259,Above Global Median,0.028054
Albania,1977,0.037647,0.006536,21.0086,Above Global Median,0.028054
Albania,1978,39.534998,39.497351,104915.0025,Above Global Median,0.028054
Albania,1979,0.000375,-39.534623,-99.9991,Below Global Median,0.028054
Albania,1980,0.026504,0.026129,6967.7333,Below Global Median,0.028054
Albania,1981,0.031585,0.005081,19.1707,Above Global Median,0.028054
Albania,1982,0.037252,0.005667,17.9421,Above Global Median,0.028054
Albania,1983,0.042263,0.005011,13.4516,Above Global Median,0.028054
Albania,1984,37.208998,37.166735,87941.5446,Above Global Median,0.028054
Albania,1985,0.035128,-37.17387,-99.9056,Above Global Median,0.028054
Albania,1986,0.045065,0.009937,28.288,Above Global Median,0.028054
Albania,1987,38.147998,38.102933,84551.0551,Above Global Median,0.028054
Albania,1988,32.870998,-5.277,-13.833,Above Global Median,0.028054
Albania,1989,0.047969,-32.823029,-99.8541,Above Global Median,0.028054
Albania,1990,0.036613,-0.011356,-23.6736,Above Global Median,0.028054
Albania,1991,0.029068,-0.007545,-20.6074,Above Global Median,0.028054
Albania,1992,24.875998,24.84693,85478.6363,Above Global Median,0.028054
Albania,1993,0.024185,-24.851813,-99.9028,Below Global Median,0.028054
Albania,1994,0.025848,0.001663,6.8762,Below Global Median,0.028054
Albania,1995,31.299999,31.274151,120992.5371,Above Global Median,0.028054
Albania,1996,32.603998,1.303999,4.1661,Above Global Median,0.028054
Albania,1997,0.031862,-32.572136,-99.9023,Above Global Median,0.028054
Albania,1998,0.033416,0.001554,4.8773,Above Global Median,0.028054
Albania,1999,37.454998,37.421582,111987.0182,Above Global Median,0.028054
Albania,2000,0.038811,-37.416187,-99.8964,Above Global Median,0.028054
Albania,2001,0.038135,-0.000676,-1.7418,Above Global Median,0.028054
Albania,2002,39.459999,39.421864,103374.4959,Above Global Median,0.028054
Albania,2003,0.042805,-39.417194,-99.8915,Above Global Median,0.028054
Albania,2004,0.046197,0.003392,7.9243,Above Global Median,0.028054
Albania,2005,0.045442,-0.000755,-1.6343,Above Global Median,0.028054
Albania,2006,0.050111,0.004669,10.2746,Above Global Median,0.028054
Albania,2007,46.731997,46.681886,93156.9635,Above Global Median,0.028054
Albania,2008,5e-06,-46.731992,-100.0,Below Global Median,0.028054
Albania,2009,55.692997,55.692992,1113859840.0,Above Global Median,0.028054
Albania,2010,0.006679,-55.686318,-99.988,Below Global Median,0.028054
Albania,2011,0.059869,0.05319,796.3767,Above Global Median,0.028054
Albania,2012,67.289996,67.230127,112295.3899,Above Global Median,0.028054
Albania,2013,0.069533,-67.220463,-99.8967,Above Global Median,0.028054
Albania,2014,0.069091,-0.000442,-0.6357,Above Global Median,0.028054
Albania,2015,69.596996,69.527905,100632.3617,Above Global Median,0.028054
Albania,2016,0.064877,-69.532119,-99.9068,Above Global Median,0.028054
Albania,2017,0.065632,0.000755,1.1637,Above Global Median,0.028054
Albania,2018,72.272997,72.207365,110018.5352,Above Global Median,0.028054
Albania,2019,0.070529,-72.202468,-99.9024,Above Global Median,0.028054
Albania,2020,70.358996,70.288467,99658.9587,Above Global Median,0.028054
Albania,2021,0.071073,-70.287923,-99.899,Above Global Median,0.028054
Albania,2022,0.070901,-0.000172,-0.242,Above Global Median,0.028054
Algeria,1961,97.459996,,,Above Global Median,0.028054
Algeria,1962,53.999996,-43.46,-44.5927,Above Global Median,0.028054
Algeria,1963,0.010716,-53.98928,-99.9802,Below Global Median,0.028054
Algeria,1964,0.011703,0.000987,9.2105,Below Global Median,0.028054
Algeria,1965,1.1e-05,-0.011692,-99.906,Below Global Median,0.028054
Algeria,1966,0.000819,0.000808,7345.4545,Below Global Median,0.028054
Algeria,1967,0.010948,0.010129,1236.7521,Below Global Median,0.028054
Algeria,1968,0.011443,0.000495,4.5214,Below Global Median,0.028054
Algeria,1969,0.009985,-0.001458,-12.7414,Below Global Median,0.028054
Algeria,1970,0.010235,0.00025,2.5038,Below Global Median,0.028054
Algeria,1971,0.008135,-0.0021,-20.5178,Below Global Median,0.028054
Algeria,1972,85.279995,85.27186,1048209.7111,Above Global Median,0.028054
Algeria,1973,0.011795,-85.2682,-99.9862,Below Global Median,0.028054
Algeria,1974,0.013506,0.001711,14.5061,Below Global Median,0.028054
Algeria,1975,0.018059,0.004553,33.7109,Below Global Median,0.028054
Algeria,1976,0.012787,-0.005272,-29.1932,Below Global Median,0.028054
Algeria,1977,0.012226,-0.000561,-4.3873,Below Global Median,0.028054
Algeria,1978,0.010813,-0.001413,-11.5573,Below Global Median,0.028054
Algeria,1979,0.011169,0.000356,3.2923,Below Global Median,0.028054
Algeria,1980,96.599996,96.588827,864793.867,Above Global Median,0.028054
Algeria,1981,10.030999,-86.568997,-89.6159,Above Global Median,0.028054
Algeria,1982,0.007836,-10.023163,-99.9219,Below Global Median,0.028054
Algeria,1983,93.329996,93.32216,1190941.2966,Above Global Median,0.028054
Algeria,1984,0.001867,-93.328129,-99.998,Below Global Median,0.028054
Algeria,1985,0.006376,0.004509,241.5104,Below Global Median,0.028054
Algeria,1986,0.008433,0.002057,32.2616,Below Global Median,0.028054
Algeria,1987,0.014106,0.005673,67.2714,Below Global Median,0.028054
Algeria,1988,1e-06,-0.014105,-99.9929,Below Global Median,0.028054
Algeria,1989,23.999999,23.999998,2399999800.0,Above Global Median,0.028054
Algeria,1990,0.000165,-23.999834,-99.9993,Below Global Median,0.028054
Algeria,1991,0.019231,0.019066,11555.1515,Below Global Median,0.028054
Algeria,1992,0.022828,0.003597,18.7042,Below Global Median,0.028054
Algeria,1993,0.000125,-0.022703,-99.4524,Below Global Median,0.028054
Algeria,1994,45.119998,45.119873,36095898.4,Above Global Median,0.028054
Algeria,1995,16.114999,-29.004999,-64.2841,Above Global Median,0.028054
Algeria,1996,0.017154,-16.097845,-99.8936,Below Global Median,0.028054
Algeria,1997,0.021417,0.004263,24.8513,Below Global Median,0.028054
Algeria,1998,17.221999,17.200582,80312.7516,Above Global Median,0.028054
Algeria,1999,0.022375,-17.199624,-99.8701,Below Global Median,0.028054
Algeria,2000,0.036186,0.013811,61.7251,Above Global Median,0.028054
Algeria,2001,0.027175,-0.009011,-24.9019,Below Global Median,0.028054
Algeria,2002,33.479998,33.452823,123101.4646,Above Global Median,0.028054
Algeria,2003,0.028853,-33.451145,-99.9138,Above Global Median,0.028054
Algeria,2004,0.031729,0.002876,9.9678,Above Global Median,0.028054
Algeria,2005,0.033864,0.002135,6.7289,Above Global Median,0.028054
Algeria,2006,65.667996,65.634132,193816.832,Above Global Median,0.028054
Algeria,2007,0.085625,-65.582371,-99.8696,Above Global Median,0.028054
Algeria,2008,0.044714,-0.040911,-47.7793,Above Global Median,0.028054
Algeria,2009,0.030914,-0.0138,-30.8628,Above Global Median,0.028054
Algeria,2010,0.025827,-0.005087,-16.4553,Below Global Median,0.028054
Algeria,2011,0.023374,-0.002453,-9.4978,Below Global Median,0.028054
Algeria,2012,0.025583,0.002209,9.4507,Below Global Median,0.028054
Algeria,2013,33.648999,33.623416,131428.7457,Above Global Median,0.028054
Algeria,2014,0.026165,-33.622834,-99.9222,Below Global Median,0.028054
Algeria,2015,39.241998,39.215833,149878.9719,Above Global Median,0.028054
Algeria,2016,0.045122,-39.196876,-99.885,Above Global Median,0.028054
Algeria,2017,0.013007,-0.032115,-71.1737,Below Global Median,0.028054
Algeria,2018,0.044416,0.031409,241.4777,Above Global Median,0.028054
Algeria,2019,41.538997,41.494581,93422.5977,Above Global Median,0.028054
Algeria,2020,60.738997,19.2,46.2216,Above Global Median,0.028054
Algeria,2021,0.051278,-60.687719,-99.9156,Above Global Median,0.028054
Algeria,2022,0.004595,-0.046683,-91.039,Below Global Median,0.028054
Angola,1961,0.008113,,,Below Global Median,0.028054
Angola,1962,0.008113,0.0,0.0,Below Global Median,0.028054
Angola,1963,76.919997,76.911884,948007.9379,Above Global Median,0.028054
Angola,1964,86.539996,9.619999,12.5065,Above Global Median,0.028054
Angola,1965,0.009375,-86.530621,-99.9892,Below Global Median,0.028054
Angola,1966,0.007917,-0.001458,-15.552,Below Global Median,0.028054
Angola,1967,7.6e-05,-0.007841,-99.04,Below Global Median,0.028054
Angola,1968,0.007827,0.007751,10198.6842,Below Global Median,0.028054
Angola,1969,9e-06,-0.007818,-99.885,Below Global Median,0.028054
Angola,1970,0.000912,0.000903,10033.3333,Below Global Median,0.028054
Angola,1971,0.007776,0.006864,752.6316,Below Global Median,0.028054
Angola,1972,0.007547,-0.000229,-2.945,Below Global Median,0.028054
Angola,1973,0.007288,-0.000259,-3.4318,Below Global Median,0.028054
Angola,1974,0.006667,-0.000621,-8.5209,Below Global Median,0.028054
Angola,1975,7.5e-05,-0.006592,-98.8751,Below Global Median,0.028054
Angola,1976,7.5e-05,0.0,0.0,Below Global Median,0.028054
Angola,1977,0.005833,0.005758,7677.3333,Below Global Median,0.028054
Angola,1978,0.006667,0.000834,14.298,Below Global Median,0.028054
Angola,1979,5e-06,-0.006662,-99.925,Below Global Median,0.028054
Angola,1980,59.999996,59.999991,1199999820.0,Above Global Median,0.028054
Angola,1981,41.669998,-18.329998,-30.55,Above Global Median,0.028054
Angola,1982,41.669998,0.0,0.0,Above Global Median,0.028054
Angola,1983,0.004583,-41.665415,-99.989,Below Global Median,0.028054
Angola,1984,0.004333,-0.00025,-5.4549,Below Global Median,0.028054
Angola,1985,41.669998,41.665665,961589.3146,Above Global Median,0.028054
Angola,1986,3.5e-05,-41.669963,-99.9999,Below Global Median,0.028054
Angola,1987,0.003529,0.003494,9982.8571,Below Global Median,0.028054
Angola,1988,29.999998,29.996469,849999.1216,Above Global Median,0.028054
Angola,1989,0.002358,-29.99764,-99.9921,Below Global Median,0.028054
Angola,1990,27.359998,27.35764,1160205.2587,Above Global Median,0.028054
Angola,1991,40.129998,12.77,46.674,Above Global Median,0.028054
Angola,1992,0.003778,-40.12622,-99.9906,Below Global Median,0.028054
Angola,1993,0.002627,-0.001151,-30.4659,Below Global Median,0.028054
Angola,1994,0.002463,-0.000164,-6.2429,Below Global Median,0.028054
Angola,1995,35.169998,35.167535,1427833.3333,Above Global Median,0.028054
Angola,1996,0.006993,-35.163005,-99.9801,Below Global Median,0.028054
Angola,1997,0.005959,-0.001034,-14.7862,Below Global Median,0.028054
Angola,1998,0.007396,0.001437,24.1148,Below Global Median,0.028054
Angola,1999,0.006361,-0.001035,-13.9941,Below Global Median,0.028054
Angola,2000,57.449996,57.443635,903059.8176,Above Global Median,0.028054
Angola,2001,0.005754,-57.444242,-99.99,Below Global Median,0.028054
Angola,2002,0.006706,0.000952,16.545,Below Global Median,0.028054
Angola,2003,75.589997,75.583291,1127099.4781,Above Global Median,0.028054
Angola,2004,54.039997,-21.55,-28.5091,Above Global Median,0.028054
Angola,2005,67.359996,13.319999,24.6484,Above Global Median,0.028054
Angola,2006,0.004687,-67.355309,-99.993,Below Global Median,0.028054
Angola,2007,50.909996,50.905309,1086095.7755,Above Global Median,0.028054
Angola,2008,79.459995,28.549999,56.0794,Above Global Median,0.028054
Angola,2009,66.139996,-13.319999,-16.7632,Above Global Median,0.028054
Angola,2010,71.999997,5.860001,8.86,Above Global Median,0.028054
Angola,2011,73.759997,1.76,2.4444,Above Global Median,0.028054
Angola,2012,0.000777,-73.75922,-99.9989,Below Global Median,0.028054
Angola,2013,0.009467,0.00869,1118.4041,Below Global Median,0.028054
Angola,2014,0.010386,0.000919,9.7074,Below Global Median,0.028054
Angola,2015,0.011234,0.000848,8.1648,Below Global Median,0.028054
Angola,2016,97.849995,97.838761,870916.5124,Above Global Median,0.028054
Angola,2017,0.008935,-97.84106,-99.9909,Below Global Median,0.028054
Angola,2018,10.476999,10.468064,117157.9631,Above Global Median,0.028054
Angola,2019,0.010666,-10.466333,-99.8982,Below Global Median,0.028054
Angola,2020,0.010993,0.000327,3.0658,Below Global Median,0.028054
Angola,2021,10.835999,10.825006,98471.8093,Above Global Median,0.028054
Angola,2022,11.202999,0.367,3.3869,Above Global Median,0.028054
Antigua and Barbuda,1966,2.5e-05,,,Below Global Median,0.028054
Antigua and Barbuda,1967,0.000225,0.0002,800.0,Below Global Median,0.028054
Antigua and Barbuda,1968,2.5e-05,-0.0002,-88.8889,Below Global Median,0.028054
Antigua and Barbuda,1969,0.000225,0.0002,800.0,Below Global Median,0.028054
Antigua and Barbuda,1970,23.999999,23.999774,10666566.2222,Above Global Median,0.028054
Antigua and Barbuda,1971,22.856998,-1.143001,-4.7625,Above Global Median,0.028054
Antigua and Barbuda,1972,2.3e-05,-22.856975,-99.9999,Below Global Median,0.028054
Antigua and Barbuda,1973,2e-06,-2.1e-05,-91.3043,Below Global Median,0.028054
Antigua and Barbuda,1974,0.020556,0.020554,1027700.0,Below Global Median,0.028054
Antigua and Barbuda,1975,0.001875,-0.018681,-90.8786,Below Global Median,0.028054
Antigua and Barbuda,1976,18.213999,18.212124,971313.28,Above Global Median,0.028054
Antigua and Barbuda,1977,0.016667,-18.197332,-99.9085,Below Global Median,0.028054
Antigua and Barbuda,1978,0.000175,-0.016492,-98.95,Below Global Median,0.028054
Antigua and Barbuda,1979,0.000192,1.7e-05,9.7143,Below Global Median,0.028054
Antigua and Barbuda,1980,0.017059,0.016867,8784.8958,Below Global Median,0.028054
Antigua and Barbuda,1981,1.8e-05,-0.017041,-99.8945,Below Global Median,0.028054
Antigua and Barbuda,1982,0.017879,0.017861,99227.7778,Below Global Median,0.028054
Antigua and Barbuda,1983,0.017895,1.6e-05,0.0895,Below Global Median,0.028054
Antigua and Barbuda,1984,0.017059,-0.000836,-4.6717,Below Global Median,0.028054
Antigua and Barbuda,1985,1.9e-05,-0.01704,-99.8886,Below Global Median,0.028054
Antigua and Barbuda,1986,19.047999,19.04798,100252526.3158,Above Global Median,0.028054
Antigua and Barbuda,1987,0.000192,-19.047807,-99.999,Below Global Median,0.028054
Antigua and Barbuda,1988,20.356998,20.356806,10602503.125,Above Global Median,0.028054
Antigua and Barbuda,1989,0.021429,-20.335569,-99.8947,Below Global Median,0.028054
Antigua and Barbuda,1990,0.002381,-0.019048,-88.8889,Below Global Median,0.028054
Antigua and Barbuda,1991,0.018333,0.015952,669.9706,Below Global Median,0.028054
Antigua and Barbuda,1992,17.135999,17.117666,93370.7849,Above Global Median,0.028054
Antigua and Barbuda,1993,0.016901,-17.119098,-99.9014,Below Global Median,0.028054
Antigua and Barbuda,1994,16.683999,16.667098,98616.0464,Above Global Median,0.028054
Antigua and Barbuda,1995,0.016071,-16.667928,-99.9037,Below Global Median,0.028054
Antigua and Barbuda,1996,16.389999,16.373928,101884.9356,Above Global Median,0.028054
Antigua and Barbuda,1997,0.016342,-16.373657,-99.9003,Below Global Median,0.028054
Antigua and Barbuda,1998,16.317999,16.301657,99753.133,Above Global Median,0.028054
Antigua and Barbuda,1999,16.316999,-0.001,-0.0061,Above Global Median,0.028054
Antigua and Barbuda,2000,15.999999,-0.317,-1.9428,Above Global Median,0.028054
Antigua and Barbuda,2001,0.016149,-15.98385,-99.8991,Below Global Median,0.028054
Antigua and Barbuda,2002,0.015625,-0.000524,-3.2448,Below Global Median,0.028054
Antigua and Barbuda,2003,15.713999,15.698374,100469.5936,Above Global Median,0.028054
Antigua and Barbuda,2004,0.015789,-15.69821,-99.8995,Below Global Median,0.028054
Antigua and Barbuda,2005,0.015974,0.000185,1.1717,Below Global Median,0.028054
Antigua and Barbuda,2006,0.001625,-0.014349,-89.8272,Below Global Median,0.028054
Antigua and Barbuda,2007,0.016014,0.014389,885.4769,Below Global Median,0.028054
Antigua and Barbuda,2008,0.001619,-0.014395,-89.8901,Below Global Median,0.028054
Antigua and Barbuda,2009,0.015902,0.014283,882.2112,Below Global Median,0.028054
Antigua and Barbuda,2010,0.015859,-4.3e-05,-0.2704,Below Global Median,0.028054
Antigua and Barbuda,2011,0.015974,0.000115,0.7251,Below Global Median,0.028054
Antigua and Barbuda,2012,0.015953,-2.1e-05,-0.1315,Below Global Median,0.028054
Antigua and Barbuda,2013,0.015931,-2.2e-05,-0.1379,Below Global Median,0.028054
Antigua and Barbuda,2014,0.001583,-0.014348,-90.0634,Below Global Median,0.028054
Antigua and Barbuda,2015,0.015796,0.014213,897.8522,Below Global Median,0.028054
Antigua and Barbuda,2016,0.018432,0.002636,16.6878,Below Global Median,0.028054
Antigua and Barbuda,2017,0.020307,0.001875,10.1725,Below Global Median,0.028054
Antigua and Barbuda,2018,22.338998,22.318691,109906.3919,Above Global Median,0.028054
Antigua and Barbuda,2019,0.023693,-22.315305,-99.8939,Below Global Median,0.028054
Antigua and Barbuda,2020,3.8e-05,-0.023655,-99.8396,Below Global Median,0.028054
Antigua and Barbuda,2021,0.020941,0.020903,55007.8947,Below Global Median,0.028054
Antigua and Barbuda,2022,30.809999,30.789058,147027.6396,Above Global Median,0.028054
Argentina,1961,0.017672,,,Below Global Median,0.028054
Argentina,1962,0.018936,0.001264,7.1526,Below Global Median,0.028054
Argentina,1963,16.480999,16.462063,86935.2714,Above Global Median,0.028054
Argentina,1964,0.001801,-16.479198,-99.9891,Below Global Median,0.028054
Argentina,1965,16.784999,16.783198,931882.1766,Above Global Median,0.028054
Argentina,1966,0.021499,-16.7635,-99.8719,Below Global Median,0.028054
Argentina,1967,0.024663,0.003164,14.717,Below Global Median,0.028054
Argentina,1968,19.420999,19.396336,78645.4851,Above Global Median,0.028054
Argentina,1969,19.290999,-0.13,-0.6694,Above Global Median,0.028054
Argentina,1970,0.023299,-19.2677,-99.8792,Below Global Median,0.028054
Argentina,1971,0.024422,0.001123,4.8199,Below Global Median,0.028054
Argentina,1972,0.001862,-0.02256,-92.3757,Below Global Median,0.028054
Argentina,1973,0.027206,0.025344,1361.1171,Below Global Median,0.028054
Argentina,1974,0.028399,0.001193,4.3851,Above Global Median,0.028054
Argentina,1975,0.025081,-0.003318,-11.6835,Below Global Median,0.028054
Argentina,1976,0.021169,-0.003912,-15.5975,Below Global Median,0.028054
Argentina,1977,32.779999,32.75883,154749.067,Above Global Median,0.028054
Argentina,1978,0.036466,-32.743533,-99.8888,Above Global Median,0.028054
Argentina,1979,0.031071,-0.005395,-14.7946,Above Global Median,0.028054
Argentina,1980,25.702999,25.671928,82623.4366,Above Global Median,0.028054
Argentina,1981,38.007998,12.304999,47.8738,Above Global Median,0.028054
Argentina,1982,0.030284,-37.977714,-99.9203,Above Global Median,0.028054
Argentina,1983,0.030303,1.9e-05,0.0627,Above Global Median,0.028054
Argentina,1984,31.406999,31.376696,103543.2003,Above Global Median,0.028054
Argentina,1985,35.628998,4.221999,13.4429,Above Global Median,0.028054
Argentina,1986,0.003745,-35.625253,-99.9895,Below Global Median,0.028054
Argentina,1987,0.031897,0.028152,751.7223,Above Global Median,0.028054
Argentina,1988,0.037744,0.005847,18.3309,Above Global Median,0.028054
Argentina,1989,0.029103,-0.008641,-22.8937,Above Global Median,0.028054
Argentina,1990,0.034608,0.005505,18.9156,Above Global Median,0.028054
Argentina,1991,40.443997,40.409389,116763.1444,Above Global Median,0.028054
Argentina,1992,45.236998,4.793001,11.851,Above Global Median,0.028054
Argentina,1993,0.043552,-45.193446,-99.9037,Above Global Median,0.028054
Argentina,1994,0.042371,-0.001181,-2.7117,Above Global Median,0.028054
Argentina,1995,0.045223,0.002852,6.731,Above Global Median,0.028054
Argentina,1996,0.040397,-0.004826,-10.6716,Above Global Median,0.028054
Argentina,1997,0.045557,0.00516,12.7732,Above Global Median,0.028054
Argentina,1998,0.006078,-0.039479,-86.6585,Below Global Median,0.028054
Argentina,1999,53.701997,53.695919,883447.1701,Above Global Median,0.028054
Argentina,2000,0.054329,-53.647668,-99.8988,Above Global Median,0.028054
Argentina,2001,0.054553,0.000224,0.4123,Above Global Median,0.028054
Argentina,2002,60.790997,60.736444,111334.746,Above Global Median,0.028054
Argentina,2003,0.064767,-60.72623,-99.8935,Above Global Median,0.028054
Argentina,2004,0.063931,-0.000836,-1.2908,Above Global Median,0.028054
Argentina,2005,0.073587,0.009656,15.1038,Above Global Median,0.028054
Argentina,2006,0.005903,-0.067684,-91.9782,Below Global Median,0.028054
Argentina,2007,76.654997,76.649094,1298476.9439,Above Global Median,0.028054
Argentina,2008,0.064525,-76.590472,-99.9158,Above Global Median,0.028054
Argentina,2009,55.759997,55.695472,86316.1131,Above Global Median,0.028054
Argentina,2010,0.007804,-55.752193,-99.986,Below Global Median,0.028054
Argentina,2011,0.063503,0.055699,713.7237,Above Global Median,0.028054
Argentina,2012,0.057346,-0.006157,-9.6956,Above Global Median,0.028054
Argentina,2013,66.036997,65.979651,115055.3674,Above Global Median,0.028054
Argentina,2014,0.068409,-65.968588,-99.8964,Above Global Median,0.028054
Argentina,2015,0.007309,-0.0611,-89.3157,Below Global Median,0.028054
Argentina,2016,0.074427,0.067118,918.2925,Above Global Median,0.028054
Argentina,2017,75.758996,75.684569,101689.6677,Above Global Median,0.028054
Argentina,2018,60.882998,-14.875998,-19.6359,Above Global Median,0.028054
Argentina,2019,0.078615,-60.804383,-99.8709,Above Global Median,0.028054
Argentina,2020,0.075539,-0.003076,-3.9127,Above Global Median,0.028054
Argentina,2021,0.074296,-0.001243,-1.6455,Above Global Median,0.028054
Argentina,2022,67.328997,67.254701,90522.6405,Above Global Median,0.028054
Armenia,1992,0.032344,,,Above Global Median,0.028054
Armenia,1993,0.032261,-8.3e-05,-0.2566,Above Global Median,0.028054
Armenia,1994,0.032667,0.000406,1.2585,Above Global Median,0.028054
Armenia,1995,0.018261,-0.014406,-44.0996,Below Global Median,0.028054
Armenia,1996,22.238998,22.220737,121684.1192,Above Global Median,0.028054
Armenia,1997,0.045548,-22.19345,-99.7952,Above Global Median,0.028054
Armenia,1998,26.081998,26.03645,57162.6636,Above Global Median,0.028054
Armenia,1999,40.302997,14.220999,54.5242,Above Global Median,0.028054
